128	60	0	17000	5500	66	-493	0
129	60	0	2000	9700	164	-656	0
130	60	0	5000	9700	164	-656	0
131	41	0	89000	15000	329	-591	0
132	41	0	78000	100	493	394	0
133	41	0	25000	10000	411	-493	0
134	41	0	9000	1500	656	-427	0
135	41	0	12000	1000	656	-394	0
136	51	2000	0	21000	656	493	0
137	51	99000	0	12000	-493	105	0
138	51	7000	0	2100	558	394	0
139	51	77000	0	2500	-558	591	0
140	51	250	0	1000	493	493	0
141	42	0	30000	19000	591	-493	0
142	42	0	13000	6900	493	656	0
143	42	0	50000	19000	607	-394	0
144	42	0	9000	12500	361	476	0
145	42	0	2000	14000	493	460	0
146	50	0	90000	10500	-493	-329	0
147	50	0	83000	16000	493	-493	0
148	50	0	27500	13000	558	591	0
149	50	0	9000	1500	558	558	0
150	61	100000	89000	15000	-329	-591	0
151	61	100000	78000	100	-493	-394	0
152	61	100000	25000	10000	-411	-493	0
153	61	100000	9000	1500	-656	-427	0
154	61	100000	12000	1000	-656	-394	0
155	68	2000	100000	21000	-656	-493	0
156	68	99000	100000	12000	-493	-105	0
157	68	7000	100000	2100	-558	-394	0
158	68	77000	100000	2500	-558	-591	0
159	68	250	100000	1000	-493	-493	0
160	74	100000	30000	19000	-591	-493	0
161	74	100000	13000	6900	-493	-656	0
162	74	100000	50000	19000	-607	-394	0
163	74	100000	9000	12500	-361	-476	0
164	74	100000	2000	14000	-493	-460	0
165	70	100000	90000	10500	-493	-100	0
166	70	100000	83000	16000	-493	-493	0
167	70	100000	27500	13000	-558	-591	0
168	70	100000	9000	1500	-558	-558	0
169	70	100000	40000	9000	-493	-624	0
170	76	34000	100000	15000	-476	-100	0
171	76	29000	100000	100	-656	-427	0
172	76	19000	100000	10000	-394	-656	0
173	76	39000	100000	17500	-493	-460	0
174	76	44000	100000	14500	-591	-493	0
175	80	45000	100000	5000	-460	-493	0
176	80	29000	100000	100	-394	-427	0
177	80	78000	100000	1200	-493	-411	0
178	80	38000	100000	21500	-427	-493	0
179	80	99000	100000	22000	-493	-296	0
180	83	62000	100000	24000	-656	-460	0
181	83	79000	100000	22100	-525	-460	0
182	83	90000	100000	15600	-493	-175	0
183	83	22000	100000	18500	-656	-263	0
184	83	39000	100000	7800	-493	-443	0
185	86	100000	82000	19000	-329	-443	0
186	86	100000	80000	3100	-591	-411	0
187	86	100000	3000	10400	-493	-329	0
188	86	100000	17000	5500	-66	-493	0
189	86	100000	2000	9700	-164	-656	0
190	90	100000	67000	16000	-493	-558	0
191	90	100000	52000	11000	-196	-329	0
192	90	100000	30000	20000	-411	-175	0
193	90	100000	9000	23500	-427	-656	0
194	90	100000	14000	8000	-394	-656	0
195	100	0	0	18700	493	493	0
196	100	0	100000	2800	493	-493	0
197	100	100000	0	14600	-493	493	0
198	100	50000	100000	17500	-493	-493	0
199	100	100000	100000	8200	-493	-493	0
200	85	100000	14000	8000	-394	-656	0
